962321217	,-300
5232800841	,-1260
5975760573	,-1000
6073249404	,-500
6968787721	,100
6115197816	,0
646328658	,0
804184447	,-300
6103169098	,-780
6823791125	,-500
97702423	,1177
484183828	,-1000
1249881509	,0
7492136477	,0
949133027	,500
1066033707	,-760
568468961	,500
595988499	,-500
5858561416	,5
5140987183	,0
709268668	,3,3
832606156	,0
6430741933	,0
7237766856	,0
5239934096	,0
727715164	,0
6657558978	,-500
595345304	,0
1036515272	,50
6728038159	,-540
840293559	,0
5673871912	,71,9
5331548407	,0
579452255	,0
5200252806	,0
1999040190	,500
5020622196	,0
794878145	,-2400
2141913416	,0
5376859994	,0
6329102974	,500
5230833131	,5
2058176493	,0
5197516149	,1000
6432504393	,0
1781950110	,99
5936801746	,1127
466878322	,0
971601194	,0
1199480852	,0
6841191647	,0
375758483	,-2250
1247294908	,0
6115805904	,-5982
256795467	,0
910980077	,0
283028135	,0
5325128227	,-1500
637943694	,0
6995016079	,30
1860321837	,0
622137823	,0
5242311223	,333
1752248444	,-1500
677310348	,0
7377384397	,-500
7092323517	,0
773976038	,0
5074825571	,0
6826128504	,0
6186404813	,0
5573769148	,0
703550840	,0
879645169	,0
7546521155	,0
6967255546	,-500
6967255546	,-500
5235462820	,500
912641082	,0
5985002569	,0
5937988307	,0
6958141632	,-1500
6958141632	,-1500
5126932819	,0
7459426001	,-1533,8
940498526	,500
453414739	,500
6393346682	,-474
251050893	,1
1674860649	,0
7168231294	,0,9
1774157448	,50
443096923	,0
2117000334	,0
5071251124	,0
495889841	,30
897188915	,0
1595534418	,0
1457592276	,0
522224498	,500
6483351931	,0
1569409195	,0
548172702	,7515
742561926	,0
1888274320	,20
1020636790	,-1785
5168302790	,-500
1162262467	,0
1649595593	,0
5548064439	,-960
5161832552	,500
5168164019	,0
759193697	,0
5104918979	,-500
5933015457	,0
5296876823	,0
7017185098	,-2100
6056956340	,-1000
703283512	,0
924221817	,0
432131959	,-6700
6101550710	,0
789813549	,0
702418115	,-500
659471689	,0
1628213935	,-500
915768704	,0
685155739	,885,725
5494299694	,10
900369596	,0
1433348682	,0
5658777024	,0
6748125678	,0
7433818455	,0
1425682727	,0
6096078119	,45
106213445	,624,7
5458646602	,-500
1289522029	,0
7849258411	,0
1046484625	,0
6224271413	,0
2114912934	,0
1043879514	,0
2114771610	,0
669295975	,1
1402902058	,0
332577974	,0
1086843886	,0
718345853	,0
7327315096	,0
6682407154	,-820
349208756	,0
1396216152	,0
5267242501	,0
532272611	,0
5050975347	,0
5670601349	,-500
6503118752	,0
933163026	,2200
6143557394	,0
5241366778	,0
1659127172	,0
173250287	,10
5947927963	,0
1166038194	,0
353647290	,0
500057675	,0
6715330492	,0
5334575138	,0
6908747551	,0
1096312529	,50
1361341416	,0
6386008293	,0
6018197486	,0
1955121345	,-300
7158658039	,0
5758737350	,0
6127329242	,-500
1968106234	,-3520
7257713103	,100
324956412	,0
1602745958	,40
5374253977	,0
313042016	,0
1931318934	,0
841705272	,0
5025908879	,50
6948044209	,0
5278692072	,5
6333490708	,0
5721389156	,-500
5993256220	,-960
7051280316	,0
1864311994	,0
5389688968	,0
1577886280	,0
5064194699	,-3000
744443117	,0
1188289627	,0
1248930079	,0
5243516263	,0
6853188218	,-1050
1021148078	,0
6858728278	,-500
1981819065	,0
927005594	,0
1616377065	,0
6112201882	,0
1557083957	,0
887613881	,0
1082791709	,0
367381606	,-500
8114710431	,-500
334693024	,50
6125089611	,500
847950755	,0
1007924788	,500
609345389	,500
6745002953	,0
672622209	,500
1287716532	,-910
1713958485	,0
631760728	,350
6502405053	,0
6771535009	,1000
1880185429	,0
1928675533	,-150
5556931258	,785
1935716849	,500
1312964777	,500
5146451434	,1000
5253510027	,0
1926685284	,0
729695456	,0
6081201338	,0
7386133685	,-4500
690724648	,0
1637650189	,-150
807294465	,0
901415549	,0
368876981	,0
5181643538	,0
6559787812	,-499
7489738549	,0
890910138	,500
731745261	,-500
6846144101	,0
7216978638	,0
1107633040	,-500
6032058528	,-2350
1489520626	,-960
7580593595	,10
5590577312	,0
1867322165	,0
5233743484	,500
1629892515	,0
878284075	,-25
1326277753	,0
1312753148	,0
1140343092	,0
7137961788	,0
1470901299	,-500
1864955173	,0
7826487509	,0
7421794629	,1310
5801485496	,0
981196445	,0
1859773701	,0
7054149619	,0
1414367568	,0
1458542881	,500
1601520947	,0
7337386508	,0
939892592	,0
1000343574	,0
536142427	,0
935401660	,0
1316558056	,0
1149376612	,0
272077611	,0
6142066392	,0
7612999572	,-500
498241281	,40
479246012	,-500
1881277034	,-1800
1543436849	,0
6932694079	,0
5215617593	,-430
6548073407	,0
7700191949	,0
2040366209	,-900
6027995639	,0
1003286475	,0
960517634	,0
5777582914	,500
1685267610	,0
6724903521	,0
596416414	,500
5459508966	,500
2048159502	,0
6185667053	,-1570
552092482	,0
566322586	,0
1857525311	,0
6349493277	,0
6342335486	,0
506812341	,0
472657062	,0
7531684196	,0
6633239548	,-900
6770511100	,300
5887869262	,500
6991342382	,0
7996179875	,-500
5410569588	,1030
1181119052	,0
6114391099	,-1800
214887898	,0
7108757100	,500
472344969	,0
5870344330	,0
1106833628	,-1550
1853326309	,0
943533234	,0
6725266425	,-300
6704634240	,0
1092719225	,0
884826138	,0
1513288405	,0
438167790	,0
6979527986	,0
960315487	,100
1149421597	,0
5523113172	,0
1183074625	,0
7283876251	,0
1265963972	,0
6340690944	,0
6723654586	,0
7640217218	,-6300
979091925	,0
1597494419	,0
6113930454	,0
837756217	,0
6094620484	,0
565008037	,0
430022511	,0
7369213706	,50
1546539752	,-2310
594387718	,0
1355847483	,0
5425280863	,0
748929447	,0
426062043	,0
1528226747	,500
669938106	,0
5227455418	,0
591489846	,0
1964190305	,0
5278781855	,-500
575110936	,0
777312397	,0
1148373379	,0
1125330531	,0
7380030629	,500
1296787034	,500
1744872916	,500
6389470801	,500
1078209270	,0
5023822763	,0
877615180	,0
681422294	,0
5397897076	,0
5236378398	,0
535663743	,-500
5646154008	,0
1846363978	,0
5534066841	,0
7088890405	,0
366277871	,500
1037656671	,500
5450180038	,0
5913205255	,36040
2146315945	,150
757409411	,0
966025433	,0
1999322252	,0
406164518	,0
1937046228	,0
2139447821	,0
6144868748	,900
7425780077	,-1350
6753814030	,0
476608416	,500
1128165360	,0
344054444	,-500
1296691648	,-3900
7380255328	,0
884800511	,-1000
7385643549	,0
6859810275	,-660
521516449	,500
6331250847	,0
7719133024	,-400
6734561456	,-2350
840315186	,0
5435773104	,500
653997035	,500
427157313	,500
1812679679	,500
5861509340	,500
1514338390	,5780
5156191502	,0
6521157104	,0
1655676739	,0
2056477547	,0
7871160066	,0
485471346	,-500
605190684	,65
5839894443	,-500
2038322777	,0
799876721	,0
1846885559	,0
457194940	,0
908000194	,0
5570767541	,0
302308142	,0
1089349592	,0
6951323143	,0
6370879737	,500
7282870398	,500
7481584041	,0
5399811238	,0
1343444083	,0
993170863	,0
316348047	,0
5587111408	,-1000
375971598	,0
5231925720	,0
827980403	,0
7914460071	,-500
1494076159	,-1090
1088984193	,0
689760278	,0
5465540970	,4000
642173190	,500
6442285285	,115
5200123030	,0
5596132686	,0
1864303552	,0
5468960086	,0
6373436893	,500
888247817	,0
5317640277	,0
1159679531	,500
915099400	,0
6047179664	,1
2096446885	,0
1989082262	,0
2233563	500 ,
1494654943	,0
132380701	,0
7826613167	,500
5649795614	,-2130
5206740919	,0
5255045309	,-900
1483668088	,0
1360697927	,0
1196801887	,-150
6570218231	,0
5275854295	,-500
671540963	,0
5640130853	,0
5309820693	,0
1792219834	,0
1345172891	,0
8108425881	,0
5959395874	,50
705886683	,-1000
5999454340	,0
5997158463	,0
7414098161	,-2150
1117272876	,0
7405571897	,-500
7447816358	,500
1524105958	,500
6403208654	,0
1237778524	,0
1027419931	,0
364315437	,0
462297566	,0
7256020565	,-500
1248544764	,0
1658216509	,0
1468855254	,0
1264402697	,0
5322162778	,0
5064504640	,0
6961841012	,0
1123206923	,0
1016557855	,0
399368119	,0
5870807530	,1
945050343	,0
5099276940	,0
6841912264	,25
8017124349	,-1590
805119359	,0
5127955513	,50
826500682	,0
2078943984	,1000
6276778611	,0
1549011731	,1
5846648995	,0
670098710	,0
5741613702	,0
672622976	,0
5175374547	,500
712281153	,500
1414599395	,0
1327589264	,-500
2024959396	,0
1212206484	,0
1629109010	,500
2115232656	,4
678786242	,0
1084571156	,0
6678050470	,0
6429261245	,0
298664502	,0
7920614624	,0
1710868392	,0
942609225	,4000
7636353191	,-1200
745655762	,0
5157348624	,5
7418915105	,500
504314362	,0
420446398	,0
705327547	,0
1113160165	,-390
7718102126	,0
842366463	,0
659833857	,0
977812634	,0
6261586071	,0
5648660391	,0
6237085639	,0
6202650235	,0
638110489	,0
818487593	,0
832327430	,500
6482073674	,0
1170905463	,2500
1344631252	,500
673273653	,0
8146649867	,0
7895251946	,0
654937250	,0
6183664856	,0
1026761612	,0
6587129557	,0
6051427834	,0
1708660943	,-500
7096360865	,-600
5622357236	,0
437738536	,0
582727900	,500
703649351	,500
7963785316	,-500
704519910	,0
1277790931	,-3417
938600620	,0
7925836115	,0
1678443385	,0
7575180386	,0
5908204559	,30
6515109228	,0
7672956723	,-1000
6199458898	,0
7838700778	,500
5591906792	,0
1890635315	,0
1953788889	,0
1170445873	,0
6019196010	,0
5098143818	,0
7141566871	,0
856202913	,0
1784095695	,500
5601845393	,510
6720016554	,0
5901200048	,-1000
5321064793	,0
5521793408	,500
983940170	,-500
7102223546	,0
1895319068	,0
1223347899	,0,2
683731568	,0
6959596227	,0
5096392260	,0
421380253	,0
957472962	,0
5109163213	,0
6391342598	,0
7646213967	,0
1141567166	,0
746564868	,0
366347238	,0
883043980	,0
645505563	,-2400
2034285044	,500
5807339134	,0
5872995838	,0
1642891958	,10
985960546	,0
717992205	,0
1437636992	,-500
7314351656	,0
333305206	,0
7552742452	,0
1183303951	,500
823022863	,0
1959944487	,0
1173112148	,0
2014750648	,-500
6403463600	,0
448517037	,0
5293700303	,100
249073967	,0
7413887557	,0
472236854	,-500
245249777	,500
500433811	,0
7345350709	,0
831517810	,0
8003088281	,660
1014577862	,0
2139930210	,0
5239132951	,0
825904623	,300
785135873	,0
6262155748	,500
271407753	,0
290439176	,-2100
7000509604	,0
6486465563	,0
7436439997	,0
8010157741	,0
1029002016	,0
5643897907	,0
7196972303	,0
6933406983	,0
7283029322	,0
6631973055	,0
7131313941	,0
1815343294	,0
5247311356	,0
1554413562	,-500
274913758	,0
1516613419	,0
2008142940	,100
891777703	,0
1230682372	,0
7388140996	,0
6456855367	,0
5515008910	,0
1061346296	,0
7733218100	,0
5621926306	,0
773065974	,0
362985169	,0
1412275979	,0
7450364346	,500
1383453664	,-1050
5150434494	,0
7659879783	,0
7572723310	,500
1227634262	,0
964591984	,-450
7383571282	,0
475490475	,0
367089506	,-1650
5954903451	,0
726614877	,0
866750595	,0
7204325730	,0
1436714442	,0
6974796444	,0
576612040	,0
2066831323	,-1000
1681837309	,0
1378766470	,0
1131273070	,0
395770777	,0
143702412	,0
7259800902	,500
